N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year,Season
3377,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,9/14/2004,9/14/2004,,,0.274,16.4,,,,,2004,,2001-05,Summer
3378,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,9/14/2004,9/14/2004,,,0.395,16.3,,,,,2004,,2001-05,Summer
3379,R9A,Saguaro Lake near inlet,salt,saguaro-epi,9/14/2004,9/14/2004,,,0.406,16,,,,,2004,,2001-05,Summer
3380,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,9/14/2004,9/14/2004,,,0.43,23.2,,,,,2004,,2001-05,Summer
3381,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,9/14/2004,9/14/2004,,,0.45,22.2,,,,,2004,,2001-05,Summer
3382,R20,Verde River at Tangle,verde,verde abv horseshoe,9/14/2004,9/14/2004,,,2.445,482.9,,,,,2004,,2001-05,Summer
3383,Havasu 1,Havasu lake Sample,,Havasu 1,9/14/2004,9/14/2004,,,0.315,,,,,,2004,,2001-05,Summer
3384,Havasu 2,Havasu lake Sample,,Havasu 2,9/14/2004,9/14/2004,,,0.514,,,,,,2004,,2001-05,Summer
3385,Roosvelt,srp above Roosevelt Lake,,Above Roosevelt,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3386,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3387,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3388,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3389,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,9/14/2004,9/14/2004,,,,16.3,,,,,2004,,2001-05,Summer
3390,R1,CAP canal above Waddell Canal,cap,cap-siphon,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3391,R4,Cap Canal at 7th St.,cap,cap @ 7th st,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3392,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3393,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3394,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3395,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3396,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3397,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,9/14/2004,9/14/2004,,,,,,,,,2004,,2001-05,Summer
3398,R3,Waddell Canal,cap,waddell canal,10/12/2004,10/12/2004,,,0.239,19.1,,,,,2004,,2001-05,Fall
3399,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/12/2004,10/12/2004,,,0.242,7.6,,,,,2004,,2001-05,Fall
3400,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/12/2004,10/12/2004,,,0.198,,,,,,2004,,2001-05,Fall
3401,R11,CAP Canal at Cross-connect,cap,cap @ x con,10/12/2004,10/12/2004,,,0.198,75.4,,,,,2004,,2001-05,Fall
3402,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,10/12/2004,10/12/2004,,,0.207,,,,,,2004,,2001-05,Fall
3403,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3404,R19,Val Vista WTP treated water,srp,val vista-treated,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3408,R25,verde river at beeline highway,verde,verde @ beeline,10/12/2004,10/12/2004,,,0.191,41.8,,,,,2004,,2001-05,Fall
3409,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/12/2004,10/12/2004,,,0.536,64.3,,,,,2004,,2001-05,Fall
3410,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/12/2004,10/12/2004,,,0.237,35.1,,,,,2004,,2001-05,Fall
3411,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/12/2004,10/12/2004,,,0.207,12.2,,,,,2004,,2001-05,Fall
3412,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/12/2004,10/12/2004,,,0.332,17.7,,,,,2004,,2001-05,Fall
3413,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/12/2004,10/12/2004,,,0.256,,,,,,2004,,2001-05,Fall
3414,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/12/2004,10/12/2004,,,0.592,24,,,,,2004,,2001-05,Fall
3415,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/12/2004,10/12/2004,,,0.523,,,,,,2004,,2001-05,Fall
3416,Green In,Greenway WTP Inlet,srp,Green In,10/12/2004,10/12/2004,,,2.986,10.7,,,,,2004,,2001-05,Fall
3417,Green Out,Greenway WTP Outlet,srp,Green Out,10/12/2004,10/12/2004,,,2.384,,,,,,2004,,2001-05,Fall
3420,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/12/2004,10/12/2004,,,0.224,15.4,,,,,2004,,2001-05,Fall
3421,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/12/2004,10/12/2004,,,0.244,28.8,,,,,2004,,2001-05,Fall
3422,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/12/2004,10/12/2004,,,0.268,20.7,,,,,2004,,2001-05,Fall
3423,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/12/2004,10/12/2004,,,0.532,51.9,,,,,2004,,2001-05,Fall
3424,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/12/2004,10/12/2004,,,0.378,16.4,,,,,2004,,2001-05,Fall
3425,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/12/2004,10/12/2004,,,0.307,15.3,,,,,2004,,2001-05,Fall
3426,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/12/2004,10/12/2004,,,0.358,17.3,,,,,2004,,2001-05,Fall
3427,R20,Verde River at Tangle,verde,verde abv horseshoe,10/12/2004,10/12/2004,,,0.131,23.5,,,,,2004,,2001-05,Fall
3428,Havasu 1,Havasu lake Sample,,Havasu 1,10/12/2004,10/12/2004,,,0.369,31.5,,,,,2004,,2001-05,Fall
3429,Havasu 2,Havasu lake Sample,,Havasu 2,10/12/2004,10/12/2004,,,0.368,,,,,,2004,,2001-05,Fall
3430,Roosvelt,srp above Roosevelt Lake,,Above Roosevelt,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3431,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3432,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3433,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3434,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/12/2004,10/12/2004,,,,20.7,,,,,2004,,2001-05,Fall
3435,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3436,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3437,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3438,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3439,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3440,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3441,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3442,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,10/12/2004,10/12/2004,,,,,,,,,2004,,2001-05,Fall
3443,R3,Waddell Canal,cap,waddell canal,11/9/2004,11/9/2004,,,0.399,9.9,,,,,2004,,2001-05,Fall
3444,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/9/2004,11/9/2004,,,0.366,28.5,,,,,2004,,2001-05,Fall
3445,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/9/2004,11/9/2004,,,0.384,,,,,,2004,,2001-05,Fall
3446,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/9/2004,11/9/2004,,,0.383,8.9,,,,,2004,,2001-05,Fall
3447,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,11/9/2004,11/9/2004,,,0.374,,,,,,2004,,2001-05,Fall
3448,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3449,R19,Val Vista WTP treated water,srp,val vista-treated,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3453,R25,verde river at beeline highway,verde,verde @ beeline,11/9/2004,11/9/2004,,,0.274,43.9,,,,,2004,,2001-05,Fall
3454,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/9/2004,11/9/2004,,,0.357,36.4,,,,,2004,,2001-05,Fall
3455,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/9/2004,11/9/2004,,,0.317,28.1,,,,,2004,,2001-05,Fall
3456,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/9/2004,11/9/2004,,,0.377,17.6,,,,,2004,,2001-05,Fall
3457,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/9/2004,11/9/2004,,,0.249,11.8,,,,,2004,,2001-05,Fall
3458,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/9/2004,11/9/2004,,,0.242,,,,,,2004,,2001-05,Fall
3459,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/9/2004,11/9/2004,,,0.278,19.5,,,,,2004,,2001-05,Fall
3460,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/9/2004,11/9/2004,,,0.209,,,,,,2004,,2001-05,Fall
3461,Green In,Greenway WTP Inlet,srp,Green In,11/9/2004,11/9/2004,,,4.143,10.2,,,,,2004,,2001-05,Fall
3462,Green Out,Greenway WTP Outlet,srp,Green Out,11/9/2004,11/9/2004,,,3.376,,,,,,2004,,2001-05,Fall
3465,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/9/2004,11/9/2004,,,0.339,15,,,,,2004,,2001-05,Fall
3466,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/9/2004,11/9/2004,,,0.34,17.1,,,,,2004,,2001-05,Fall
3467,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/9/2004,11/9/2004,,,0.307,32.2,,,,,2004,,2001-05,Fall
3468,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/9/2004,11/9/2004,,,0.519,37,,,,,2004,,2001-05,Fall
3469,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/9/2004,11/9/2004,,,0.489,19.2,,,,,2004,,2001-05,Fall
3470,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,11/9/2004,11/9/2004,,,0.458,23.2,,,,,2004,,2001-05,Fall
3471,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/9/2004,11/9/2004,,,0.497,22.8,,,,,2004,,2001-05,Fall
3472,R20,Verde River at Tangle,verde,verde abv horseshoe,11/9/2004,11/9/2004,,,0.255,109.1,,,,,2004,,2001-05,Fall
3473,Havasu 1,Havasu lake Sample,,Havasu 1,11/9/2004,11/9/2004,,,0.387,28.9,,,,,2004,,2001-05,Fall
3474,Havasu 2,Havasu lake Sample,,Havasu 2,11/9/2004,11/9/2004,,,0.379,22.3,,,,,2004,,2001-05,Fall
3475,Roosvelt,srp above Roosevelt Lake,,Above Roosevelt,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3476,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3477,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3478,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3479,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/9/2004,11/9/2004,,,,17,,,,,2004,,2001-05,Fall
3480,R1,CAP canal above Waddell Canal,cap,cap-siphon,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3481,R4,Cap Canal at 7th St.,cap,cap @ 7th st,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3482,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3483,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3484,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3485,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3486,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3487,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,11/9/2004,11/9/2004,,,,,,,,,2004,,2001-05,Fall
3488,R3,Waddell Canal,cap,waddell canal,12/7/2004,12/7/2004,,,0.477,44.2,,,,,2004,,2001-05,Fall
3489,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/7/2004,12/7/2004,,,0.505,35.8,,,,,2004,,2001-05,Fall
3490,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/7/2004,12/7/2004,,,0.418,,,,,,2004,,2001-05,Fall
3491,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3492,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,12/7/2004,12/7/2004,,,0.307,,,,,,2004,,2001-05,Fall
3493,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3494,R19,Val Vista WTP treated water,srp,val vista-treated,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3498,R25,verde river at beeline highway,verde,verde @ beeline,12/7/2004,12/7/2004,,,0.309,45.4,,,,,2004,,2001-05,Fall
3499,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/7/2004,12/7/2004,,,0.246,22.2,,,,,2004,,2001-05,Fall
3500,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/7/2004,12/7/2004,,,0.344,38.8,,,,,2004,,2001-05,Fall
3501,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/7/2004,12/7/2004,,,0.312,,,,,,2004,,2001-05,Fall
3502,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/7/2004,12/7/2004,,,0.538,103.5,,,,,2004,,2001-05,Fall
3503,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/7/2004,12/7/2004,,,0.493,,,,,,2004,,2001-05,Fall
3504,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/7/2004,12/7/2004,,,0.291,18.5,,,,,2004,,2001-05,Fall
3505,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/7/2004,12/7/2004,,,0.28,,,,,,2004,,2001-05,Fall
3506,Green In,Greenway WTP Inlet,srp,Green In,12/7/2004,12/7/2004,,,0.534,11.8,,,,,2004,,2001-05,Fall
3507,Green Out,Greenway WTP Outlet,srp,Green Out,12/7/2004,12/7/2004,,,0.694,,,,,,2004,,2001-05,Fall
3510,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/7/2004,12/7/2004,,,0.369,25.3,,,,,2004,,2001-05,Fall
3511,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/7/2004,12/7/2004,,,0.398,20.9,,,,,2004,,2001-05,Fall
3512,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3513,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3514,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/7/2004,12/7/2004,,,0.379,21.7,,,,,2004,,2001-05,Fall
3515,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/7/2004,12/7/2004,,,0.385,25.1,,,,,2004,,2001-05,Fall
3516,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/7/2004,12/7/2004,,,0.508,22.1,,,,,2004,,2001-05,Fall
3517,R20,Verde River at Tangle,verde,verde abv horseshoe,12/7/2004,12/7/2004,,,0.157,28.2,,,,,2004,,2001-05,Fall
3518,Havasu 1,Havasu lake Sample,,Havasu 1,12/7/2004,12/7/2004,,,0.431,,,,,,2004,,2001-05,Fall
3519,Havasu 2,Havasu lake Sample,,Havasu 2,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3520,Roosvelt,srp above Roosevelt Lake,,Above Roosevelt,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3521,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3522,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3523,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3524,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/7/2004,12/7/2004,,,,30.8,,,,,2004,,2001-05,Fall
3525,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3526,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3527,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3528,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3529,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3530,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3531,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3532,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/7/2004,12/7/2004,,,,,,,,,2004,,2001-05,Fall
3533,R3,Waddell Canal,cap,waddell canal,1/18/2005,1/18/2005,,,0.578,185.3,,,,,2005,,2001-05,Winter
3534,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/18/2005,1/18/2005,,,0.566,178.1,,,,,2005,,2001-05,Winter
3535,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/18/2005,1/18/2005,,,0.511,,,,,,2005,,2001-05,Winter
3536,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3537,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,1/18/2005,1/18/2005,,,0.572,317.8,,,,,2005,,2001-05,Winter
3538,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/18/2005,1/18/2005,,,0.604,334.7,,,,,2005,,2001-05,Winter
3539,R19,Val Vista WTP treated water,srp,val vista-treated,1/18/2005,1/18/2005,,,0.547,,,,,,2005,,2001-05,Winter
3543,R25,verde river at beeline highway,verde,verde @ beeline,1/18/2005,1/18/2005,,,0.591,355.6,,,,,2005,,2001-05,Winter
3544,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/18/2005,1/18/2005,,,0.292,21.5,,,,,2005,,2001-05,Winter
3545,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3546,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3547,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3548,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3549,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3550,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3551,Green In,Greenway WTP Inlet,srp,Green In,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3552,Green Out,Greenway WTP Outlet,srp,Green Out,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3555,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/18/2005,1/18/2005,,,0.441,41,,,,,2005,,2001-05,Winter
3556,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/18/2005,1/18/2005,,,0.43,33,,,,,2005,,2001-05,Winter
3557,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/18/2005,1/18/2005,,,0.847,182.9,,,,,2005,,2001-05,Winter
3558,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/18/2005,1/18/2005,,,0.912,181.6,,,,,2005,,2001-05,Winter
3559,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/18/2005,1/18/2005,,,0.396,24.6,,,,,2005,,2001-05,Winter
3560,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/18/2005,1/18/2005,,,0.37,23.6,,,,,2005,,2001-05,Winter
3561,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/18/2005,1/18/2005,,,0.369,49.5,,,,,2005,,2001-05,Winter
3562,R20,Verde River at Tangle,verde,verde abv horseshoe,1/18/2005,1/18/2005,,,1.062,149.8,,,,,2005,,2001-05,Winter
3563,Havasu 1,Havasu lake Sample,,Havasu 1,1/18/2005,1/18/2005,,,0.516,122.5,,,,,2005,,2001-05,Winter
3564,Havasu 2,Havasu lake Sample,,Havasu 2,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3565,Roosvelt,srp above Roosevelt Lake,,Above Roosevelt,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3566,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3567,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3568,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3569,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3570,R1,CAP canal above Waddell Canal,cap,cap-siphon,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3571,R4,Cap Canal at 7th St.,cap,cap @ 7th st,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3572,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3573,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3574,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3575,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3576,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3577,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,1/18/2005,1/18/2005,,,,,,,,,2005,,2001-05,Winter
3578,R3,Waddell Canal,cap,waddell canal,2/15/2005,2/15/2005,,,0.328,33.5,,,,,2005,,2001-05,Winter
3579,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/15/2005,2/15/2005,,,0.34,42.3,,,,,2005,,2001-05,Winter
3580,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/15/2005,2/15/2005,,,0.308,,,,,,2005,,2001-05,Winter
3581,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/15/2005,2/15/2005,,,0.3,37,,,,,2005,,2001-05,Winter
3582,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2/15/2005,2/15/2005,,,0.505,,,,,,2005,,2001-05,Winter
3583,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/15/2005,2/15/2005,,,0.456,249.4,,,,,2005,,2001-05,Winter
3584,R19,Val Vista WTP treated water,srp,val vista-treated,2/15/2005,2/15/2005,,,0.437,,,,,,2005,,2001-05,Winter
3588,R25,verde river at beeline highway,verde,verde @ beeline,2/15/2005,2/15/2005,,,0.525,363.5,,,,,2005,,2001-05,Winter
3589,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/15/2005,2/15/2005,,,0.371,18.9,,,,,2005,,2001-05,Winter
3590,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/15/2005,2/15/2005,,,0.568,335.9,,,,,2005,,2001-05,Winter
3591,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/15/2005,2/15/2005,,,0.583,338.7,,,,,2005,,2001-05,Winter
3592,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/15/2005,2/15/2005,,,0.699,263.3,,,,,2005,,2001-05,Winter
3593,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/15/2005,2/15/2005,,,,,,,,,2005,,2001-05,Winter
3594,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/15/2005,2/15/2005,,,0.674,295.4,,,,,2005,,2001-05,Winter
3595,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/15/2005,2/15/2005,,,0.612,,,,,,2005,,2001-05,Winter
